Age,Education,Default,Balance,Housing,Loan,Duration,Campaign,Pdays,Previous,Poutcome,Deposit,Job_management,Job_blue-collar,Job_technician,Job_admin,Job_services,Job_retired,Job_self-employed,Job_student,Job_umemployed,Job_entrepreneur,Job_housemaid,Married,divorced,Contact_cellular,Contact_telephone,Season_1,Season_2,First half of month
25,3,0,1231,0,0,271,2,-1,0,unknown,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
51,3,0,1347,1,1,160,1,243,1,failure,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
33,3,0,1778,0,0,388,1,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
35,2,0,2201,0,0,350,1,-1,0,unknown,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
55,1,0,0,1,0,1303,2,-1,0,unknown,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0
61,3,0,2557,1,0,139,3,190,1,success,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1
34,2,0,0,1,0,231,2,2,3,success,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
55,3,0,1320,0,0,340,1,91,2,success,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
23,3,0,0,0,0,213,1,-1,0,unknown,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
69,2,0,0,0,0,666,1,90,4,success,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
37,3,0,22125,0,1,331,2,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
49,1,0,6188,0,0,453,1,-1,0,unknown,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
41,2,0,1077,1,1,207,3,387,2,failure,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
39,1,0,45248,1,0,1623,1,-1,0,unknown,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
30,3,0,3291,1,0,1218,3,-1,0,unknown,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32,2,0,562,1,0,722,3,-1,0,unknown,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
61,2,0,1046,1,0,158,1,-1,0,unknown,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
33,3,0,87,0,0,978,1,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
32,3,0,10281,0,0,400,1,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
45,1,0,429,1,0,147,1,181,1,success,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
59,1,0,3648,0,0,1321,3,-1,0,unknown,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
48,2,0,863,1,0,412,5,350,2,success,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
18,1,0,3,0,0,130,2,-1,0,unknown,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
27,3,0,2648,0,0,917,1,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
32,3,0,0,1,0,370,3,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
50,2,0,0,0,0,159,1,120,2,failure,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
30,3,0,655,0,0,272,4,184,1,success,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
23,1,0,854,1,0,664,2,-1,0,unknown,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
40,3,0,858,0,0,202,2,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
27,3,0,567,0,0,523,3,182,3,success,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
35,2,0,399,1,0,496,2,345,3,failure,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
53,1,0,257,0,0,1310,2,-1,0,unknown,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1
59,2,0,3735,0,0,203,4,121,2,failure,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
37,3,0,57,0,0,345,1,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
24,1,0,1235,0,0,334,4,93,6,other,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
42,2,0,257,1,0,955,2,-1,0,unknown,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1
27,3,0,401,0,0,218,3,93,2,success,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
29,3,0,3290,0,0,136,1,291,2,success,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
30,3,0,297,0,0,188,1,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
22,2,0,33,0,0,369,1,-1,0,unknown,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
39,2,0,1179,0,0,284,1,-1,0,unknown,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
35,3,0,471,0,0,276,2,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
61,2,0,938,0,0,392,2,183,3,success,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1
33,3,0,1636,1,0,165,1,-1,0,unknown,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
42,3,0,1243,0,0,1000,4,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
30,3,0,0,1,0,730,2,-1,0,unknown,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
51,2,0,1679,0,0,417,1,365,9,other,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1
25,1,0,2022,0,0,276,8,97,12,other,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
44,3,0,2033,0,0,444,1,99,1,failure,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
34,2,0,869,0,0,1677,1,-1,0,unknown,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
28,3,0,3611,0,0,141,2,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
61,1,0,3624,0,0,342,1,-1,0,unknown,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
21,2,0,2488,0,0,258,6,169,3,success,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
53,3,0,2228,0,0,890,1,-1,0,unknown,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
46,2,0,4,0,0,268,1,261,5,other,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
52,3,0,2557,0,0,134,5,204,2,success,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
56,3,0,1390,1,0,543,1,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
36,2,0,1228,1,0,303,3,-1,0,unknown,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
30,2,0,1265,1,1,414,2,-1,0,unknown,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
41,2,0,6046,1,1,300,6,182,2,success,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1
33,3,0,816,1,0,383,2,503,2,failure,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
28,3,0,0,0,0,294,2,105,7,other,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
54,3,0,118,0,0,280,1,-1,0,unknown,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
50,2,0,1165,0,0,455,1,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
58,2,0,99,0,0,396,2,-1,0,unknown,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
33,2,0,1697,0,0,489,1,182,1,success,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1
36,2,0,866,1,0,629,1,173,1,failure,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
51,3,0,0,0,0,539,2,-1,0,unknown,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
35,3,0,5301,0,0,937,2,-1,0,unknown,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35,3,0,7918,0,0,497,1,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
34,2,0,1,0,0,535,2,-1,0,unknown,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
45,3,0,160,0,0,619,1,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
24,2,0,414,1,0,493,1,370,1,other,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
45,3,0,406,0,0,314,1,-1,0,unknown,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
42,2,0,0,1,0,331,1,140,4,failure,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1
30,3,0,655,0,0,384,2,-1,0,unknown,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
60,2,0,514,0,0,263,1,124,9,other,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
40,3,0,11766,1,0,218,2,242,9,failure,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
25,2,0,0,0,1,1424,4,-1,0,unknown,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
48,2,0,2892,0,0,407,1,385,1,success,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
28,2,0,762,0,0,115,3,-1,0,unknown,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
55,3,0,2037,0,0,209,2,273,1,failure,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
47,3,0,255,0,1,802,4,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
32,2,0,1536,0,0,289,2,-1,0,unknown,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1
55,3,0,0,0,0,237,1,-1,0,unknown,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
27,2,0,2,1,1,554,2,356,1,failure,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
42,3,0,1435,1,0,1148,1,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
47,2,0,1219,0,0,697,4,-1,0,unknown,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
36,2,0,2971,0,0,247,1,97,8,failure,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
64,1,0,440,0,0,495,1,-1,0,unknown,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
34,3,0,3301,1,0,164,5,92,6,success,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
72,1,0,2321,0,0,221,2,64,12,failure,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
27,2,0,213,0,0,378,1,-1,0,unknown,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
54,2,0,0,0,0,362,1,290,3,success,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
19,1,0,108,0,0,168,1,182,2,success,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
33,2,0,920,0,0,344,1,-1,0,unknown,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
36,2,0,1031,0,0,282,4,-1,0,unknown,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
26,3,0,294,0,0,87,1,91,2,success,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
42,2,0,527,0,1,181,1,185,1,success,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
24,3,0,1030,0,0,396,2,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
28,3,0,2503,0,0,426,1,-1,0,unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
58,1,0,1547,0,0,1186,4,-1,0,unknown,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
59,3,0,1,1,0,210,1,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
46,2,0,1167,1,0,1540,2,-1,0,unknown,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
49,3,0,523,1,0,152,2,-1,0,unknown,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
45,1,0,-207,0,0,878,2,-1,0,unknown,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
32,3,0,3283,0,0,623,2,191,2,success,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
46,2,0,1147,1,0,720,1,-1,0,unknown,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
29,3,0,1170,0,0,453,1,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
30,2,0,4642,1,0,528,1,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
31,3,0,2666,0,0,318,2,97,6,success,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
31,3,0,792,0,0,763,14,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
33,1,0,127,1,0,1059,2,-1,0,unknown,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
49,2,0,0,0,0,412,2,-1,0,unknown,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
30,2,0,0,0,0,318,1,-1,0,unknown,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1
29,3,0,121,1,0,1500,2,-1,0,unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
44,2,0,618,0,0,193,1,-1,0,unknown,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
34,2,0,2495,1,0,924,1,-1,0,unknown,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
62,2,0,569,0,0,94,5,184,1,success,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
58,3,0,473,0,0,1109,1,262,1,success,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
60,3,0,474,0,0,415,5,186,3,other,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
62,3,0,0,0,0,227,2,-1,0,unknown,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
53,2,0,1796,0,0,476,1,193,1,failure,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
32,3,0,520,0,0,443,2,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
39,1,0,118,0,0,906,1,-1,0,unknown,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
58,3,0,3342,0,0,344,5,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
38,2,0,3239,0,0,817,2,-1,0,unknown,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
56,2,0,23,0,0,857,3,-1,0,unknown,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
52,3,0,40,0,0,1265,3,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
45,3,0,226,1,0,177,6,179,10,success,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
28,3,0,939,1,0,740,1,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
29,2,0,-20,0,1,574,1,-1,0,unknown,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
29,2,0,940,1,1,382,1,-1,0,unknown,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
60,1,0,5,0,0,533,1,92,1,success,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
31,2,0,0,0,0,720,1,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
31,2,0,447,0,0,327,3,77,3,success,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1
57,3,0,126,0,0,166,2,-1,0,unknown,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
25,2,0,4718,0,0,709,1,-1,0,unknown,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
27,2,0,843,0,0,187,1,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
24,1,0,656,1,0,894,1,-1,0,unknown,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
39,2,0,91,0,0,213,1,185,1,success,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
27,2,0,0,1,0,1608,13,-1,0,unknown,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
24,3,0,2984,1,0,935,1,-1,0,unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
56,1,0,870,0,0,257,1,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
33,3,0,7608,0,0,238,4,-1,0,unknown,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
38,2,0,5115,1,0,318,1,95,7,success,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
34,2,0,247,0,0,401,2,-1,0,unknown,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
45,2,0,154,1,0,1138,1,-1,0,unknown,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
35,3,0,1731,0,0,361,4,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
52,3,0,3634,0,0,341,8,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
38,2,0,19,1,0,1130,3,251,2,success,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1
23,3,0,1129,1,0,806,1,-1,0,unknown,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
38,2,0,0,1,0,576,1,183,4,success,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
36,2,0,12264,0,0,158,2,-1,0,unknown,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
33,2,0,478,0,0,475,2,-1,0,unknown,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
43,3,0,2081,0,0,554,3,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
41,2,0,965,0,0,336,10,-1,0,unknown,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
46,2,0,332,1,0,772,1,-1,0,unknown,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
60,1,0,1163,0,0,470,8,-1,0,unknown,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0
40,2,0,1960,1,0,605,6,-1,0,unknown,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
33,2,0,294,1,0,763,1,-1,0,unknown,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1
35,2,0,188,1,1,1865,2,-1,0,unknown,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
36,3,0,254,0,0,303,2,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
28,2,0,1377,1,0,688,2,-1,0,unknown,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
60,2,0,523,0,0,192,3,-1,0,unknown,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1
47,3,0,600,0,0,290,15,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
35,3,0,387,1,0,1024,3,347,3,failure,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1
53,2,0,849,1,0,3102,3,-1,0,unknown,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1
39,1,0,1317,1,0,543,1,170,4,other,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
46,2,0,273,0,0,565,2,-1,0,unknown,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
34,3,0,0,1,0,300,1,86,1,success,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
58,1,0,2538,1,0,680,2,111,6,failure,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
34,2,0,133,0,0,401,2,187,5,success,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
33,3,0,146,0,0,380,1,91,3,success,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
42,1,0,11115,0,0,328,1,-1,0,unknown,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
32,2,0,486,0,0,1181,1,-1,0,unknown,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
47,3,0,159,0,0,220,3,155,3,other,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35,1,0,1201,0,0,537,1,-1,0,unknown,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
77,1,0,2590,0,0,212,3,277,12,failure,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
62,1,0,800,0,0,737,1,-1,0,unknown,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
62,2,0,0,1,0,158,1,-1,0,unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
38,3,0,385,1,0,154,1,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
37,3,0,238,0,0,185,1,92,1,success,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
38,3,0,238,0,0,139,1,92,3,failure,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
31,3,0,1812,0,0,461,1,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
38,3,0,413,0,0,252,2,183,3,success,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
31,2,0,152,1,1,831,1,-1,0,unknown,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
34,1,0,1031,1,0,751,3,-1,0,unknown,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
33,3,0,3143,0,0,421,2,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
38,3,0,613,0,0,239,1,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
28,2,0,168,0,0,387,1,194,1,other,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
67,3,0,2144,0,0,847,2,-1,0,unknown,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
31,3,0,1331,0,0,297,1,86,3,success,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
49,3,0,2611,0,0,194,2,-1,0,unknown,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
53,2,0,925,0,0,930,3,-1,0,unknown,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
31,3,0,985,1,0,997,1,57,2,failure,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
60,2,0,367,0,0,318,2,-1,0,unknown,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
30,3,0,302,0,0,528,3,-1,0,unknown,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
38,2,0,47,1,0,288,5,-1,0,unknown,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1
49,2,0,1946,0,0,486,1,-1,0,unknown,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
40,2,0,2266,0,0,447,1,147,5,failure,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
34,3,0,992,1,0,71,2,-1,0,unknown,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
35,3,0,3544,1,0,380,1,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
33,2,0,76,1,0,1141,4,-1,0,unknown,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
34,1,0,6013,1,0,612,1,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
28,3,0,19,0,0,149,1,-1,0,unknown,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
27,1,0,232,1,0,701,2,-1,0,unknown,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22,3,0,993,0,0,115,3,93,1,other,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
27,2,0,535,0,0,159,1,87,3,success,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
34,3,0,127,0,0,117,1,-1,0,unknown,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
62,3,0,1528,0,0,134,2,184,1,success,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
36,2,0,324,1,1,830,1,-1,0,unknown,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
47,3,0,1639,0,0,349,1,-1,0,unknown,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1
32,2,0,0,1,0,177,2,-1,0,unknown,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
33,2,0,-370,1,0,261,1,345,1,failure,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1
27,3,0,11862,0,0,285,2,97,7,success,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35,3,0,323,0,0,261,2,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
47,2,0,3940,1,0,226,3,97,2,failure,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1
57,3,0,8897,1,0,865,2,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
26,2,0,2002,0,0,146,1,-1,0,unknown,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
